Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Average_Order_Value,Purchase_Frequency_per_Year,CLV,CLV_Segment
10836.0,16,7,1978.7024908,5,5,5,15,High-Value,282.6717844,13.307291666666668,11284.78764284375,High
10852.0,52,5,1485.5873545,4,4,5,13,High-Value,297.1174709,12.086092715231787,10772.967901837748,High
10864.0,3,9,3183.9319408,5,5,5,15,High-Value,353.7702156444445,9.125,9684.459653266667,High
11003.0,29,8,1755.01778204,4,5,5,14,High-Value,219.377222755,14.6,9608.722356669,High
11127.0,22,4,1294.8274271,5,3,5,13,High-Value,323.706856775,9.54248366013072,9266.902174343137,High
11256.0,2,6,1341.96866619,5,5,5,15,High-Value,223.661444365,16.846153846153847,11303.505303677308,High
11291.0,50,9,3010.9063809,4,5,5,14,High-Value,334.5451534333334,13.299595141700404,13347.945291844131,High
11392.0,67,6,1751.95659927,3,5,5,13,High-Value,291.992766545,12.166666666666668,10657.7359788925,High
11443.0,45,6,1900.8122162,4,5,5,14,High-Value,316.8020360333333,9.240506329113924,8782.23365712658,High
11471.0,29,7,2498.1532837,4,5,5,14,High-Value,356.8790405285714,10.601659751037346,11350.530479881743,High
11481.0,1,8,2762.845076,5,5,5,15,High-Value,345.3556345,8.538011695906432,8845.951339824562,High
11494.0,98,7,2226.0067769,3,5,5,13,High-Value,318.0009681285714,11.012931034482758,10506.368192696118,High
11511.0,94,9,2393.27697957,3,5,5,13,High-Value,265.9196643966667,16.343283582089555,13038.00145586642,High
11515.0,28,5,1813.76973867,4,4,5,13,High-Value,362.753947734,15.598290598290598,16975.024477296152,High
11521.0,16,7,1971.50146926,5,5,5,15,High-Value,281.6430670371429,10.098814229249012,8532.783038892096,High
11563.0,4,6,1475.35879188,5,5,5,15,High-Value,245.89313198,11.711229946524064,8639.13303266631,High
11594.0,62,8,2221.3091335,3,5,5,13,High-Value,277.6636416875,12.372881355932202,10306.497886366524,High
11602.0,67,9,2136.84899986,3,5,5,13,High-Value,237.42766665111108,12.882352941176473,9175.880999398822,High
11610.0,55,5,1680.21805971,4,4,5,13,High-Value,336.043611942,9.759358288770054,9838.710028783154,High
11631.0,43,5,1477.5447168,4,4,5,13,High-Value,295.50894336,10.993975903614457,9746.454607807227,High
11653.0,9,7,2203.716143,5,5,5,15,High-Value,314.8165918571429,8.902439024390244,8407.906538623694,High
11654.0,81,6,2006.257978,3,5,5,13,High-Value,334.3763296666667,9.521739130434783,9551.532547434785,High
11706.0,1,5,1618.2879028,5,4,5,14,High-Value,323.65758056,8.649289099526067,8398.223950549764,High
11742.0,4,6,2065.66167375,5,5,5,15,High-Value,344.276945625,15.314685314685317,15817.479250043709,High
11753.0,39,6,1533.74409691,4,5,5,14,High-Value,255.62401615166667,16.59090909090909,12723.104440276134,High
11773.0,13,8,2704.92741388,5,5,5,15,High-Value,338.115926735,10.391459074733095,10540.55344554662,High
11791.0,3,6,2223.4346342,5,5,5,15,High-Value,370.5724390333333,7.5257731958762895,8366.532386422681,High
11817.0,20,8,2545.50920805,5,5,5,15,High-Value,318.18865100625,9.269841269841269,8848.67486607857,High
11820.0,89,7,2378.2364586,3,5,5,13,High-Value,339.7480655142857,9.641509433962264,9827.052536479245,High
11877.0,11,5,2035.0671323,5,4,5,14,High-Value,407.01342646,12.5,15263.003492249998,High
11969.0,3,5,1769.61285064,5,4,5,14,High-Value,353.922570128,12.586206896551724,13363.628078971036,High
12085.0,12,8,2366.13820382,5,5,5,15,High-Value,295.7672754775,15.129533678756475,13424.462866232643,High
12141.0,24,9,2472.67731285,5,5,5,15,High-Value,274.74192365,12.07720588235294,9954.344329304227,High
12158.0,55,9,2586.6062104400003,4,5,5,14,High-Value,287.40069004888886,12.538167938931297,10810.434352793129,High
12226.0,4,6,2338.0241938,5,5,5,15,High-Value,389.67069896666663,7.684210526315789,8982.935060389473,High
12302.0,42,6,1735.6089668,4,5,5,14,High-Value,289.26816113333336,14.407894736842104,12503.235648986842,High
12321.0,13,7,2296.3986912,5,5,5,15,High-Value,328.0569558857143,8.460264900662251,8326.346247894038,High
12324.0,11,5,1215.6090873,5,4,4,13,High-Value,243.12181746,12.852112676056338,9373.886976010564,High
12338.0,64,11,2917.93057978,3,5,5,13,High-Value,265.26641634363637,19.975124378109456,15896.18897939851,High
12347.0,1,5,2097.9493114,5,4,5,14,High-Value,419.5898622799999,6.912878787878788,8701.72157569318,High
12376.0,18,6,2149.7468919,5,5,5,15,High-Value,358.29114864999997,8.622047244094487,9267.60963240354,High
12395.0,82,8,2669.3805496,3,5,5,13,High-Value,333.67256870000006,10.695970695970695,10706.856050593407,High
12418.0,3,5,1244.53985969,5,4,4,13,High-Value,248.907971938,13.419117647058822,10020.376076180512,High
12465.0,18,7,2663.4510301,5,5,5,15,High-Value,380.49300429999994,9.9031007751938,11304.18169751744,High
12513.0,10,9,2707.1948372,5,5,5,15,High-Value,300.7994263555555,11.40625,10292.980370604166,High
12567.0,12,6,1317.7647297,5,5,5,15,High-Value,219.62745495,16.59090909090909,10931.457416829546,High
12597.0,14,8,2477.21617281,5,5,5,15,High-Value,309.65202160125,9.965870307167236,9257.855662890614,High
12651.0,56,9,3042.1817042,3,5,5,13,High-Value,338.02018935555554,13.299595141700404,13486.595004449391,High
12670.0,12,8,2550.9401285,5,5,5,15,High-Value,318.8675160625,11.587301587301589,11084.44222502976,High
12712.0,76,6,1742.3887636,3,5,5,13,High-Value,290.3981272666667,11.967213114754095,10425.768831377049,High
12738.0,40,8,2343.6153952100003,4,5,5,14,High-Value,292.95192440125,9.605263157894736,8441.640979457072,High
12747.0,11,8,2547.3797792200003,5,5,5,15,High-Value,318.42247240250003,9.012345679012345,8609.200179771296,High
12753.0,46,7,2138.32821593,4,5,5,14,High-Value,305.4754594185714,9.125,8362.390701583392,High
12820.0,49,5,1897.6435102,4,4,5,13,High-Value,379.52870204,11.265432098765432,12826.664467092593,High
12830.0,20,4,1475.5349853,5,3,5,13,High-Value,368.883746325,10.13888888888889,11220.21395071875,High
12855.0,41,7,2512.936442,4,5,5,14,High-Value,358.99092028571425,8.871527777777779,9554.393763854168,High
13032.0,26,6,2104.2409085,4,5,5,14,High-Value,350.7068180833333,9.358974358974358,9846.768353878202,High
13036.0,82,6,1991.70383325,3,5,5,13,High-Value,331.95063887500004,9.647577092511014,9607.55813836454,High
13125.0,4,5,1819.5173035,5,4,5,14,High-Value,363.9034607,7.76595744680851,8478.17637162766,High
13133.0,22,8,2627.3264007,5,5,5,15,High-Value,328.41580008750003,12.425531914893616,12242.22301602766,High
13226.0,21,5,1441.63533555,5,4,5,14,High-Value,288.32706711000003,13.32116788321168,11522.559798739052,High
13267.0,41,5,1479.9238909,4,4,5,13,High-Value,295.98477818,10.13888888888889,9002.870336308333,High
13302.0,8,8,2820.1982154,5,5,5,15,High-Value,352.52477692499997,11.587301587301589,12254.43272167857,High
13312.0,25,5,1708.6474785,4,4,5,13,High-Value,341.72949570000003,13.32116788321168,13656.707948594893,High
13392.0,60,6,1842.0589246,3,5,5,13,High-Value,307.0098207666667,12.958579881656805,11935.233860573964,High
13400.0,64,6,1653.4187219,3,5,5,13,High-Value,275.5697869833333,22.812500000000004,18859.307296671876,High
13468.0,43,6,1756.3739681,4,5,5,14,High-Value,292.72899468333327,14.22077922077922,12488.503214737011,High
13504.0,32,5,1615.6023931,4,4,5,13,High-Value,323.12047862,10.428571428571429,10109.05497396857,High
13526.0,97,9,2449.85933616,3,5,5,13,High-Value,272.2065929066667,12.443181818181818,10161.348382936363,High
13584.0,97,6,2012.1590422,3,5,5,13,High-Value,335.3598403666667,10.478468899521532,10542.172972291868,High
13617.0,72,7,1865.2952053,3,5,5,13,High-Value,266.4707436142857,12.283653846153848,9819.703124055288,High
13649.0,1,9,3304.9694702,5,5,5,15,High-Value,367.2188300222222,9.605263157894736,10581.700496692982,High
13698.0,19,4,1711.29998661,5,3,5,13,High-Value,427.8249966525,6.547085201793721,8403.020113623093,High
13810.0,45,6,1795.6845641,4,5,5,14,High-Value,299.2807606833333,10.735294117647058,9638.600969066174,High
13812.0,38,9,2280.73764284,4,5,5,14,High-Value,253.4152936488889,16.102941176470587,12242.194700538235,High
13828.0,27,7,1884.81841391,4,5,5,14,High-Value,269.2597734157143,15.96875,12899.226020196562,High
13954.0,39,5,1287.7223496,4,4,5,13,High-Value,257.54446992000004,14.959016393442624,11557.835842721312,High
13955.0,13,6,2327.8461462,5,5,5,15,High-Value,387.9743577,7.203947368421052,8384.84055950329,High
13964.0,14,8,1896.01584075,5,5,5,15,High-Value,237.00198009375,13.094170403587444,9310.032940005603,High
13967.0,12,5,1182.3670743,5,4,4,13,High-Value,236.47341486,11.9281045751634,8462.038865088234,High
13973.0,31,8,3037.7489721,4,5,5,14,High-Value,379.7186215125,8.957055214723926,10203.481976838955,High
13983.0,43,6,2163.3467533,4,5,5,14,High-Value,360.55779221666666,8.938775510204081,9668.835489238774,High
13996.0,1,9,3006.9737038000003,5,5,5,15,High-Value,334.1081893111111,10.330188679245284,10354.201904594342,High
13999.0,42,7,1900.70549318,4,5,5,14,High-Value,271.52935616857144,11.720183486238533,9547.121628587614,High
14004.0,41,9,3099.75419766,4,5,5,14,High-Value,344.4171330733333,19.90909090909091,20571.09603901636,High
14052.0,73,10,2450.22698923,3,5,5,13,High-Value,245.022698923,13.272727272727272,9756.358375297636,High
14076.0,46,5,1494.59711124,4,4,5,13,High-Value,298.91942224799993,11.335403726708076,10165.116998806208,High
14103.0,25,9,2822.4103372299996,4,5,5,14,High-Value,313.6011485811111,11.445993031358883,10768.42968385662,High
14107.0,7,5,1858.6660216,5,4,5,14,High-Value,371.73320432,8.528037383177569,9510.463989028038,High
14136.0,6,4,1753.1922708,5,3,5,13,High-Value,438.2980677000001,17.38095238095238,22854.11353007143,High
14153.0,41,8,2548.39388275,4,5,5,14,High-Value,318.54923534374996,10.579710144927535,10110.475730475544,High
14160.0,90,9,2842.1574153,3,5,5,13,High-Value,315.7952683666666,12.984189723320158,12301.037034598812,High
14246.0,31,6,2388.9160848,4,5,5,14,High-Value,398.1526808,7.738515901060071,9243.332554261484,High
14265.0,52,6,2111.6152844,4,5,5,14,High-Value,351.9358807333333,8.830645161290322,9323.462646846772,High
14292.0,13,5,2635.1259475,5,4,5,14,High-Value,527.0251894999999,6.709558823529411,10608.319531295952,High
14342.0,12,5,1908.8881142,5,4,5,14,High-Value,381.77762284,7.358870967741936,8428.35679455242,High
14373.0,88,6,2092.5714682,3,5,5,13,High-Value,348.7619113666667,15.314685314685317,16023.536766986015,High
14413.0,29,5,1336.2674995,4,4,5,13,High-Value,267.2534999,10.428571428571429,8361.216639728573,High
14438.0,96,6,1378.46075319,3,5,5,13,High-Value,229.743458865,18.559322033898304,12791.648514771608,High
14479.0,47,7,2211.1477825,4,5,5,14,High-Value,315.87825464285714,9.060283687943262,8585.839793749998,High
14487.0,43,9,2064.34353778,4,5,5,14,High-Value,229.37150419777777,17.566844919786096,12088.00092978128,High
14526.0,34,5,1355.7577503,4,4,5,13,High-Value,271.15155006,10.195530726256983,8293.601880326814,High
14616.0,12,5,1565.87102223,5,4,5,14,High-Value,313.17420444600003,9.55497382198953,8977.113975611781,High
14655.0,61,9,2939.14834456,3,5,5,13,High-Value,326.57203828444443,10.770491803278688,10552.024384567869,High
14712.0,59,7,1486.00088916,3,5,5,13,High-Value,212.28584130857143,13.238341968911916,8430.93768720311,High
14745.0,33,5,1340.4694722,4,4,5,13,High-Value,268.09389444000004,10.428571428571429,8387.508983194288,High
14750.0,57,6,1562.90971563,3,5,5,13,High-Value,260.48495260500005,16.717557251908396,13064.0163253042,High
14769.0,29,10,2788.345746,4,5,5,14,High-Value,278.8345746,11.094224924012158,9280.360461610942,High
14890.0,55,7,2130.2111887,4,5,5,14,High-Value,304.31588409999995,9.714828897338403,8869.130234321292,High
14901.0,12,8,2807.9588166,5,5,5,15,High-Value,350.99485207500004,8.664688427299703,9123.783098448072,High
14999.0,21,5,1166.27218411,5,4,4,13,High-Value,233.25443682200003,18.25,12770.6804160045,High
15037.0,13,4,1376.7690437,5,3,5,13,High-Value,344.192260925,8.795180722891565,9081.699414768073,High
15046.0,3,5,1678.48353026,5,4,5,14,High-Value,335.696706052,9.217171717171718,9282.522553710607,High
15054.0,17,8,1992.71117433,5,5,5,15,High-Value,249.08889679125,11.187739463601533,8360.22504172931,High
15095.0,8,5,1822.94021,5,4,5,14,High-Value,364.588042,8.075221238938052,8832.387300663715,High
15136.0,27,8,2706.0519727,4,5,5,14,High-Value,338.2564965875,8.716417910447761,8845.154955541791,High
15273.0,25,9,1639.75393518,4,5,5,14,High-Value,182.1948816866667,16.6751269035533,9114.368319909136,High
15323.0,53,6,1365.12367285,4,5,5,14,High-Value,227.52061214166667,16.717557251908396,11410.766578402672,High
15335.0,53,8,2488.4235076,4,5,5,14,High-Value,311.05293845,10.06896551724138,9395.943933868964,High
15420.0,3,10,2453.39338846,5,5,5,15,High-Value,245.339338846,11.812297734627832,8694.063949397087,High
15444.0,35,7,2692.9600441,4,5,5,14,High-Value,384.7085777285714,7.765957446808511,8962.891332186931,High
15462.0,54,5,1461.35410773,4,4,5,13,High-Value,292.27082154600004,11.06060606060606,9698.07726039,High
15477.0,76,8,2206.9190945,3,5,5,13,High-Value,275.8648868125,10.735294117647058,8884.472089990808,High
15700.0,81,6,2505.31518231,3,5,5,13,High-Value,417.5525303849999,10.13888888888889,12700.55613254375,High
15724.0,2,10,3091.2863980800003,5,5,5,15,High-Value,309.128639808,10.28169014084507,9535.09466450028,High
15728.0,5,5,1731.9367844,5,4,5,14,High-Value,346.38735687999997,15.336134453781511,15936.72923460504,High
15772.0,51,6,1848.90649836,4,5,5,14,High-Value,308.15108305999996,10.788177339901477,9973.165594601967,High
15827.0,24,9,2648.7931494,5,5,5,15,High-Value,294.3103499333334,9.605263157894736,8480.785083605264,High
16056.0,9,5,1704.6037759,5,4,5,14,High-Value,340.92075518,18.622448979591837,19046.338108270407,High
16064.0,82,9,2313.17337119,3,5,5,13,High-Value,257.0192634655556,11.526315789473683,8887.45558404579,High
16073.0,42,10,3376.6664014499997,4,5,5,14,High-Value,337.666640145,11.40625,11554.530342461718,High
16135.0,29,9,2493.42162851,4,5,5,14,High-Value,277.0468476122222,14.797297297297296,12298.633708191212,High
16142.0,52,7,1876.0492421,4,5,5,14,High-Value,268.0070345857143,17.033333333333335,13695.159467330002,High
16149.0,18,9,1605.78012288,5,5,5,15,High-Value,178.42001365333334,25.866141732283463,13845.112083099211,High
16222.0,31,6,1469.67437498,4,5,5,14,High-Value,244.9457291633333,12.166666666666668,8940.519114461667,High
16225.0,36,7,1784.77741668,4,5,5,14,High-Value,254.96820238285713,13.102564102564102,10022.211647510769,High
16278.0,9,9,2891.7907845,5,5,5,15,High-Value,321.3100871666667,12.538167938931297,12085.91950010496,High
16311.0,45,9,2761.31894623,4,5,5,14,High-Value,306.8132162477778,10.665584415584416,9817.02677312289,High
16359.0,6,4,1420.520263,5,3,5,13,High-Value,355.13006574999997,7.807486631016043,8318.01972184492,High
16395.0,3,5,1516.3187029,5,4,5,14,High-Value,303.26374058,10.369318181818182,9433.914657247158,High
16400.0,44,6,2021.40421506,4,5,5,14,High-Value,336.90070251,9.279661016949152,9378.97294699449,High
16404.0,58,8,1998.49712857,3,5,5,13,High-Value,249.81214107125,11.918367346938776,8932.058595037346,High
16437.0,15,8,2132.08762207,5,5,5,15,High-Value,266.51095275875,11.496062992125983,9191.480103018306,High
16452.0,26,6,1461.14010416,4,5,5,14,High-Value,243.52335069333336,11.587301587301589,8465.335524101589,High
16482.0,31,6,1852.3436683,4,5,5,14,High-Value,308.7239447166666,11.648936170212766,10788.916578662232,High
16570.0,71,7,2204.81858622,3,5,5,13,High-Value,314.97408374571427,12.96954314720812,12255.209908177156,High
16587.0,91,8,2422.59123965,3,5,5,13,High-Value,302.82390495625,12.217573221757323,11099.319696304394,High
16615.0,13,8,1905.2231598,5,5,5,15,High-Value,238.152894975,15.051546391752575,10753.708041139176,High
16629.0,73,9,2705.7300824,3,5,5,13,High-Value,300.6366758222223,21.470588235294116,19364.53882501961,High
16649.0,61,6,2366.7930039,3,5,5,13,High-Value,394.46550065,13.272727272727272,15706.89902588182,High
16672.0,4,7,2828.3815341,5,5,5,15,High-Value,404.05450487142855,8.136942675159235,9863.305031335984,High
16673.0,26,7,1807.16094259,4,5,5,14,High-Value,258.1658489414286,12.711442786069652,9844.981254408209,High
16701.0,34,7,2775.6665142,4,5,5,14,High-Value,396.5237877428572,20.942622950819672,24912.744533188525,High
16744.0,38,5,1916.0914968,4,4,5,13,High-Value,383.21829936000006,10.082872928176796,11591.824248596688,High
16779.0,27,5,1686.7302998,4,4,5,13,High-Value,337.34605996,26.071428571428573,26385.2811183,High
16870.0,13,7,2428.8180811,5,5,5,15,High-Value,346.9740115857143,8.996478873239436,9364.633094382045,High
16883.0,48,5,1908.2866613,4,4,5,13,High-Value,381.65733226,12.248322147651008,14023.985866600677,High
16888.0,44,8,2051.61820316,4,5,5,14,High-Value,256.452275395,20.857142857142858,16046.585231858577,High
16897.0,7,6,2314.5068084,5,5,5,15,High-Value,385.75113473333334,9.690265486725664,11214.092722115043,High
16919.0,18,7,1793.6044864,5,5,5,15,High-Value,256.2292123428571,16.27388535031847,12509.534475210188,High
16934.0,19,7,2437.5866311,5,5,5,15,High-Value,348.2266615857143,9.358974358974358,9777.133190675822,High
16949.0,31,6,1912.69172551,4,5,5,14,High-Value,318.78195425166666,16.22222222222222,15514.055106914442,High
17017.0,19,7,2351.2995335,5,5,5,15,High-Value,335.89993335714286,9.223826714801444,9294.848336398916,High
17093.0,39,5,1803.4123358,4,4,5,13,High-Value,360.68246715999993,9.358974358974358,10126.853885646153,High
17130.0,15,5,1614.2499072,5,4,5,14,High-Value,322.84998144,21.22093023255814,20553.53079516279,High
17193.0,22,7,2275.39661879,5,5,5,15,High-Value,325.0566598271429,8.602693602693602,8389.088544023736,High
17238.0,46,6,1548.4355423,4,5,5,14,High-Value,258.0725903833333,11.23076923076923,8695.061122146151,High
17244.0,25,6,1778.2287903,4,5,5,14,High-Value,296.37146505000004,15.0,13336.715927250005,High
17301.0,95,7,2065.6477995,3,5,5,13,High-Value,295.0925427857143,13.663101604278074,12095.638184237969,High
17387.0,74,7,2075.81703311,3,5,5,13,High-Value,296.5452904442856,19.35606060606061,17219.845842844312,High
17456.0,1,5,1271.25216,5,4,4,13,High-Value,254.250432,12.248322147651008,9342.42359194631,High
17471.0,25,5,2418.7108989999997,4,4,5,13,High-Value,483.7421797999999,8.075221238938052,11718.975373473448,High
17487.0,29,6,1836.78512358,4,5,5,14,High-Value,306.13085393,9.954545454545457,9142.180501455,High
17502.0,17,7,2370.43938236,5,5,5,15,High-Value,338.63419747999995,10.019607843137257,10178.945583075292,High
17565.0,1,10,2764.02238243,5,5,5,15,High-Value,276.40223824299994,12.207357859531774,10122.423106223578,High
17592.0,44,6,1983.59053306,4,5,5,14,High-Value,330.5984221766667,15.642857142857144,15514.511669290718,High
17627.0,85,6,2144.35740433,3,5,5,13,High-Value,357.39290072166665,7.7935943060498225,8356.125828261032,High
17660.0,52,5,1594.5745554,4,4,5,13,High-Value,318.91491108,9.505208333333334,9094.058011265626,High
17703.0,91,6,1438.85564471,3,5,5,13,High-Value,239.80927411833332,13.192771084337348,9491.24657203283,High
17814.0,12,6,2178.1690665,5,5,5,15,High-Value,363.02817775,8.264150943396226,9000.358972896225,High
17961.0,45,5,1509.1797625200002,4,4,5,13,High-Value,301.83595250400003,25.0,22637.6964378,High
17971.0,24,9,2196.95545557,5,5,5,15,High-Value,244.10616173000005,11.366782006920417,8324.104580792908,High
18028.0,52,6,2244.5735191,4,5,5,14,High-Value,374.09558651666663,13.94904458598726,15654.828047226114,High
18123.0,5,10,2527.55836736,5,5,5,15,High-Value,252.755836736,12.67361111111111,9609.987542566669,High
18143.0,17,5,1362.3921379,5,4,5,14,High-Value,272.47842758,14.717741935483872,12030.801540326614,High
18145.0,33,7,1968.06869081,4,5,5,14,High-Value,281.1526701157143,17.14765100671141,14463.323600247986,High
18192.0,12,7,2580.2004227,5,5,5,15,High-Value,368.60006038571424,7.58160237388724,8383.737278505934,High
18212.0,13,4,1359.5896172,5,3,5,13,High-Value,339.8974043,8.74251497005988,8914.674436131736,High
18262.0,32,5,1632.3052799000002,4,4,5,13,High-Value,326.46105598,10.92814371257485,10702.84000892515,High
18307.0,27,6,1726.83958826,4,5,5,14,High-Value,287.8065980433333,9.690265486725664,8366.767031613716,High
18329.0,59,6,1540.08803269,3,5,5,13,High-Value,256.6813387816667,13.192771084337348,10159.014432503314,High
18358.0,6,5,1966.945505,5,4,5,14,High-Value,393.389101,7.300000000000001,8615.2213119,High
18374.0,57,6,1466.5306721,3,5,5,13,High-Value,244.42177868333332,14.89795918367347,10924.157047275508,High
18427.0,17,7,1945.07943191,5,5,5,15,High-Value,277.8684902728572,10.690376569037657,8911.55639306046,High
18489.0,54,5,1838.7983801,4,4,5,13,High-Value,367.75967602,8.410138248847927,9278.729153039172,High
18510.0,31,5,1480.0612696,4,4,5,13,High-Value,296.01225392000003,16.294642857142858,14470.241876892858,High
18535.0,93,7,1989.60519635,3,5,5,13,High-Value,284.2293137642857,11.457399103139013,9769.586053826231,High
18547.0,63,7,2119.13635403,3,5,5,13,High-Value,302.73376486142854,9.605263157894736,8723.512434822744,High
18622.0,24,5,1438.6045544,5,4,5,14,High-Value,287.72091087999996,9.605263157894738,8290.905195094736,High
18628.0,98,6,1720.1043257,3,5,5,13,High-Value,286.68405428333335,9.90950226244344,8522.688853581449,High
18635.0,91,6,2482.6915172,3,5,5,13,High-Value,413.78191953333334,8.866396761133604,11006.264013497976,High
18660.0,24,5,1510.9868736,5,4,5,14,High-Value,302.19737472,20.97701149425287,19017.59340910345,High
18736.0,5,8,2845.7269748999997,5,5,5,15,High-Value,355.71587186249997,8.179271708683473,8728.490301163863,High
18761.0,18,6,1769.44083576,5,5,5,15,High-Value,294.90680596,9.776785714285714,8649.72194266607,High
18796.0,50,5,1779.9971398,4,4,5,13,High-Value,355.99942796,12.852112676056338,13726.034282260563,High
18822.0,29,5,1858.2227174,4,4,5,13,High-Value,371.64454348,10.252808988764045,11431.201548050562,High
18837.0,81,7,2136.74305863,3,5,5,13,High-Value,305.24900837571425,10.261044176706829,9396.520679517467,High
18838.0,10,6,1908.4315128,5,5,5,15,High-Value,318.0719188,13.51851851851852,12899.583373555555,High
18851.0,13,5,1270.4126682,5,4,4,13,High-Value,254.08253364,15.336134453781511,11689.931694781511,High
18856.0,16,5,1560.42472281,5,4,5,14,High-Value,312.08494456200003,9.263959390862944,8673.426758766243,High
18864.0,46,5,1417.62632524,4,4,5,13,High-Value,283.525265048,14.147286821705428,12033.339737502323,High
18872.0,30,5,1542.6183921000002,4,4,5,13,High-Value,308.52367842,12.414965986394558,11490.9329207449,High
18878.0,30,9,2833.4123128,4,5,5,14,High-Value,314.8235903111111,12.257462686567164,11576.815233268657,High
19046.0,35,5,1996.1314485,4,4,5,13,High-Value,399.2262897,6.992337164750959,8374.574467844828,High
19113.0,2,11,3054.22919537,5,5,5,15,High-Value,277.6571995790909,11.0,9162.68758611,High
19120.0,93,7,1997.51736015,3,5,5,13,High-Value,285.35962287857143,10.34412955465587,8855.390726171052,High
19176.0,92,7,2061.07408691,3,5,5,13,High-Value,294.43915527285714,11.255506607929515,9942.185573420484,High
19401.0,21,8,2211.42499858,5,5,5,15,High-Value,276.4281248225,10.93632958801498,9069.327241367417,High
19419.0,63,6,1858.34464623,3,5,5,13,High-Value,309.724107705,10.841584158415843,10073.699938722031,High
19427.0,44,6,1937.7431825,4,5,5,14,High-Value,322.9571970833333,9.240506329113924,8952.864071044303,High
19497.0,49,6,1865.1665185,4,5,5,14,High-Value,310.86108641666664,10.841584158415843,10110.679889888614,High
19537.0,39,6,1597.92650032,4,5,5,14,High-Value,266.32108338666666,14.407894736842104,11511.378406910526,High
19557.0,60,8,2067.91626047,3,5,5,13,High-Value,258.48953255875,12.695652173913045,9845.079587889784,High
19626.0,67,6,2203.81959289,3,5,5,13,High-Value,367.30326548166664,9.690265486725664,10677.798469975884,High
19660.0,10,5,1682.25346704,5,4,5,14,High-Value,336.450693408,12.852112676056338,12972.306664850705,High
19684.0,76,7,2175.41772876,3,5,5,13,High-Value,310.7739612514286,12.283653846153848,11452.319293231732,High
19745.0,19,5,2036.7325331,5,4,5,14,High-Value,407.34650662,8.690476190476192,10620.105351164288,High
19764.0,93,6,1800.66256859,3,5,5,13,High-Value,300.11042809833333,9.690265486725664,8724.44917082323,High
19788.0,53,6,2143.4933547,4,5,5,14,High-Value,357.24889245,7.877697841726619,8442.89648703777,High
19816.0,19,5,1545.77030214,5,4,5,14,High-Value,309.154060428,14.83739837398374,13761.125860514632,High
19835.0,5,10,2660.41013749,5,5,5,15,High-Value,266.041013749,12.5,9976.5380155875,High
19855.0,40,5,1667.71761359,4,4,5,13,High-Value,333.54352271799996,8.449074074074074,8454.401791115972,High
19859.0,20,7,1767.96494379,5,5,5,15,High-Value,252.56642054142856,11.720183486238533,8880.374373624083,High
19866.0,18,8,2803.3766523,5,5,5,15,High-Value,350.4220815375,11.361867704280156,11944.347993262649,High
19905.0,15,5,1523.55258931,5,4,5,14,High-Value,304.71051786199996,10.369318181818182,9478.920939173013,High
